"c_digo","nombre_variable","unidad","fuente","descripci_n","a_o_fecha","a_o_texto","pa_s_nombre","pa_s_c_digo","valor"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","China","CHN","0.55000000000000004"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","China","CHN","0.54"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","China","CHN","0.47"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Colombia","COL","0.62"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Alemania","DEU","4.8499999999999996"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Colombia","COL","0.66"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Austria","AUT","5.72"
"IDBA","IDBA","Valor 1-8","BID","Valor Final del Índice IDBA","2012-01-01T00:00:00.000","2012","Letonia","LVA","0"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Colombia","COL","0.61"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Corea","KOR","0.95"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Corea","KOR","0.93"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Corea","KOR","0.88"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Costa Rica","CRI","4.58"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Costa Rica","CRI","0.61"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Costa Rica","CRI","0.54"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Costa Rica","CRI","0.47"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Dinamarca","DNK","0.82"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Dinamarca","DNK","0.89"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Dinamarca","DNK","0.79"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Ecuador","ECU","0.51"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Australia","AUS","5.95"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Austria","AUT","5.74"
"IDBA","IDBA","Valor 1-8","BID","Valor Final del Índice IDBA","2014-01-01T00:00:00.000","2014","Lituania","LTU","6.09"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Ecuador","ECU","0.49"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Ecuador","ECU","0.43"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","El Salvador","SLV","0.5"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","El Salvador","SLV","0.55000000000000004"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","El Salvador","SLV","0.47"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2013-01-01T00:00:00.000","2013","Costa Rica","CRI","4.46"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Eslovenia","SVN","0.65"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Eslovenia","SVN","0.75"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Eslovenia","SVN","0.62"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","España","ESP","0.84"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","España","ESP","0.78"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","España","ESP","0.75"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Estados Unidos","USA","0.87"
"IDBA","IDBA","Valor 1-8","BID","Valor Final del Índice IDBA","2013-01-01T00:00:00.000","2013","Lituania","LTU","0"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Estados Unidos","USA","0.87"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Estados Unidos","USA","0.85"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Estonia","EST","0.82"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Estonia","EST","0.8"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Estonia","EST","0.7"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Finlandia","FIN","0.84"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2012-01-01T00:00:00.000","2012","Costa Rica","CRI","4.46"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Finlandia","FIN","0.85"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Finlandia","FIN","0.7"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Francia","FRA","0.89"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Francia","FRA","0.86"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Francia","FRA","0.75"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Gran Bretaña","GBR","0.87"
"IDBA","IDBA","Valor 1-8","BID","Valor Final del Índice IDBA","2012-01-01T00:00:00.000","2012","Lituania","LTU","0"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Gran Bretaña","GBR","0.9"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Gran Bretaña","GBR","0.81"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Grecia","GRC","0.71"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Grecia","GRC","0.69"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Grecia","GRC","0.56999999999999995"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Guatemala","GTM","0.32"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Guatemala","GTM","0.44"
"AC-INES","Acceso de Internet en las escuelas","Encuesta","WEF","Se refiere a una encuesta: ¿Cómo considera el acceso que tienen las escuelas a Internet? [1= muy limitado; 7=extenso ]","2014-01-01T00:00:00.000","2014","Dinamarca","DNK","5.84"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Guatemala","GTM","0.39"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Guyana","GUY","0.37"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Guyana","GUY","0.45"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Guyana","GUY","0.41"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Haití","HTI","0.18"
"IDBA","IDBA","Valor 1-8","BID","Valor Final del Índice IDBA","2014-01-01T00:00:00.000","2014","Luxemburgo","LUX","7.32"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Haití","HTI","0.15"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2012-01-01T00:00:00.000","2012","Haití","HTI","0.21"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2014-01-01T00:00:00.000","2014","Honduras","HND","0.41"
"AC-EGOV","Índice de desarrollo del e-Government","Encuesta","NU","Se trata de una encuesta elaborada por Naciones Unidas. En esta encuesta se valora de forma global la presencia del gobierno electrónico. Se evalúan tanto la interacción con los ciudadanos como con las empresas. El valor de esta encuesta indica que grado de utilidad que dan estos servicios comparado con el resto de los servicios. El valor que toma esta variable varía entre 0 y 1, siendo 1 el mejor resultado posible","2013-01-01T00:00:00.000","2013","Honduras","HND","0.43"
